line_1,line_2,line_3,source,line1_syllables,line2_syllables,line3_syllables
pleine lune,l'ombre de ses seins,se pose sur moi,tempslibre,4,5,5
début mars,sur la carcasse du chien,les premières mouches,tempslibre,2,7,6
marée basse -,dans le fortin écartelé,le cadavre d'un chien,tempslibre,4,6,6
soleil couchant,sur la vitre du quatrième,la trace d'un oiseau,tempslibre,4,8,6
comme l'année dernière,le cerisier en fleurs,cache les buildings,tempslibre,7,6,5
des ronds dans le sable,et puis des ronds dans l'eau,marée basse et puis haute,tempslibre,6,6,8
tailler les asters ,juste pour leur parfum,qui colle aux mains  ,tempslibre,5,6,5
Périphérique nord,L'arbre nu tend ses bourgeons,aux lampadaires blêmes ,tempslibre,4,7,6
Le jour s'éteint,Au coeur du vieux temple,Le bouddha veille ,tempslibre,3,6,5
feu rouge,un haïku traverse,ses pensées ,tempslibre,3,6,3
rien à la télé,deux pies s’accouplent,sur une antenne ,tempslibre,2,5,6
mon reflet efface,les champs au couchant -,trajet de nuit ,tempslibre,6,5,4
fleurs d'amandier -,de branche en branche,le noir d'une pie ,tempslibre,4,6,5
les yeux du chat,se ferment lentement,lune voilée ,tempslibre,4,6,4
la rouille,d'un vieil arrosoir,et ce thé d'automne ,tempslibre,3,5,5
mes lèvres rouges,dans le rétroviseur - ,fin de chantier ,tempslibre,4,5,4
fin de chantier -,les traces luminescentes,d'un escargot ,tempslibre,4,8,4
tant de pissenlits ,la Côte-Nord à nouveau ,en zone jaune ,tempslibre,5,5,5
il porte le ciel,au bout de ses branches,l’arbre mort ,tempslibre,5,6,3
plus grise la plage,sans les rires d’enfants,jour de rentrée ,tempslibre,6,6,4
Pâques à Sept-Îles,de l’eau salée à cueillir,plein les yeux ,tempslibre,3,6,3
dans mon miroir,le visage de ma grand-mère,déjà,tempslibre,4,8,1
soir d'été ,les pétales des jasmins collés ,à la canne de l'aveugle ,tempslibre,1,7,7
décombres,aucune trace de frontière,entre deux pays ,tempslibre,2,9,4
nuit sans lune,le vieillard allume,son abat- jour ,tempslibre,4,6,4
solstice d'hiver,le bruit de sa vieille moto,dans le calme ,tempslibre,5,8,4
ciel d'automne,des va et vient,toute la journée ,tempslibre,4,4,5
"Avant de partir,",dans le miroir du salon,tes yeux et les miens.,tempslibre,5,7,5
parking,dans le souffle du vent,une odeur verte ,tempslibre,2,6,6
thé à la menthe-,ses yeux encore plus verts,les jours de pluie ,tempslibre,3,7,4
la lune de décembre,masquée par les nuages,j'allume ma veilleuse ,tempslibre,6,7,7
ombres du soir,lentement sur son ventre,ma main... ,tempslibre,4,7,2
parc en hiver,le manège illuminé tourne,sans enfants ,tempslibre,4,8,3
lendemain d'émeute -,la trace de l'escargot,s'étire en silence ,tempslibre,5,7,6
lendemain d'émeute -,sur les carcasses calcinées,les vrilles des glycines ,tempslibre,5,8,7
nuit d'insomnie,le souvenir de disputes,pour des raisons oubliées ,tempslibre,4,8,7
grand ciel bleu,dans un coin sombre un papillon,occupé à mourir ,tempslibre,3,9,4
solstice d'été -,doucement ma fille m'annonce,qu'elle est devenue femme ,tempslibre,3,9,9
pleine lune,le chat s'asseoit,sur son ombre ,tempslibre,4,4,4
montée de chaleur,la tulipe cramoisie,grosse d'un bourdon ,tempslibre,5,7,5
montée de chaleur -,offerte ouverte sur le muret,la glycine ,tempslibre,5,10,4
méditation -,mon ventre en conférence,avec les corneilles ,tempslibre,3,7,6
coup de vent -,la poubelle sourit,de tout son couvercle  ,tempslibre,3,6,6
on le remarque à peine,entre deux tas de feuilles mortes,le clochard assoupi,tempslibre,7,9,6
mon stylo vide,en laissant entrer la nuit,je recharge,tempslibre,5,7,4
détachées du ciel,les premières grosses gouttes,dans ma pierre à encre,tempslibre,4,8,6
touffeur nocturne -,la petite chienne se lève,sous la voie lactée,tempslibre,5,8,5
croisés dans la foule,deux seins nus sous une robe,et un parfum de bonbon,tempslibre,5,8,7
en retard,je prends le temps de noter,un haïku,tempslibre,3,7,3
trottoirs de Paris -,des sapins qui marchent tout seuls,bientôt Noël,tempslibre,5,8,2
gouttes bruyantes,pas feutrés dans l'escalier,l'imprimante ronronne ,tempslibre,4,6,7
une île flottante,à coups de petite cuillère -,m'échapper du monde ,tempslibre,6,7,5
reflet dans la vitre,de son visage en pleurs -,bruit sourd de la pluie ,tempslibre,6,7,5
à la fin du jour,l'ombre du chêne traverse,la rue du village ,tempslibre,4,7,6
un  busard perché,sur les fils téléphoniques -,the big brother,tempslibre,4,6,4
coupe de cheveux -,les seins doux de la coiffeuse,contre mon épaule,tempslibre,5,8,5
le premier de l'an -,tout comme hier le geai bleu,fait tout un raffut,tempslibre,5,7,5
dîner au McDo,un homme obèse attablé -,le jour à sa fin,tempslibre,3,7,4
posées sur Le Monde,les lunettes à l'envers -,quelle fatigue! ,tempslibre,6,6,5
Thanksgiving Day,délicat fumet de dinde -,ciel roussi d'Irak,tempslibre,4,7,5
sortant du métro,face à face avec la lune -,retour du boulot ,tempslibre,4,9,5
la pleine lune,au-dessus du gratte-ciel -,il est minuit,tempslibre,5,7,4
à la Toussaint,les trompettes de la mort -,cinq ou six,tempslibre,3,7,3
Jour d'action de grâce -,récoltes généreuses,achetées à vil prix,tempslibre,5,4,5
le soleil levant -,dans la vitre givrée,un amas d'étoiles,tempslibre,5,6,5
Un peu de son temps,Avec moi,Le piéride ,tempslibre,5,3,4
couchant d'automne -,j'engloutis le dernier quartier,de ma mandarine ,tempslibre,5,8,6
Bois de Vincennes,Criminelle,La neige tombe ,tempslibre,5,4,5
premier jour de l’an,"dans le séchoir, tout le linge",lavé l’an dernier ,tempslibre,5,7,4
d'une pièce à l'autre,le nouveau jour s'immisce,odeur de café ,tempslibre,6,7,4
Seul dans ma nuit,souvenir des lampions,de mon enfance,tempslibre,4,6,5
her blind date—,not enough spice,in the ratatouille ,tempslibre,4,5,6
thunder moon—,long-awaited rainstorm rips ,through the arroyo ,tempslibre,3,7,4
the roshi’s ,incense-smoked robe,weight of winter ,tempslibre,3,7,4
nearly rain,something quiet outside,quiet inside ,tempslibre,3,7,4
amber alert ,the wind trails off,to a whisper ,tempslibre,4,4,4
steam rising,through a band of light,winter tea ,tempslibre,3,5,3
summer night,somewhere a saxophone,on born to run ,tempslibre,3,9,4
at the top of the fence,morning glories,climbing air,tempslibre,7,4,3
leaving home,a curve carved off,the moon ,tempslibre,4,6,2
seeing where,that argument is headed—,spring dust storm ,tempslibre,3,7,3
mardi de pluie -,le lendemain des obsèques,encore plus gris ,tempslibre,4,7,5
plantant des pivoines,je creuse des trous,comme d'autres des tombes ,tempslibre,6,5,7
la lune est noire,j'entends à des milliers de kilomètres,un gémissement ,tempslibre,6,9,4
gazaouï,on pourrait croire,le chant d'un oiseau ,tempslibre,2,5,5
au cœur des souks,hommes et moutons,sang mêlés ,tempslibre,4,5,1
l'appel du muezzin,dans l'aube naissante,nouvelle alerte! ,tempslibre,5,6,6
orages au sud ,orages au nord ,ma cabane au milieu ,tempslibre,5,5,7
clafoutis aux cerises,les gestes de ma mère,sous les miens,tempslibre,7,6,3
quelle chaleur,on traine dans les étoiles,jusqu’à plus d’heures ,tempslibre,4,7,5
premières asperges,un parfum du printemps ,en pissant ,tempslibre,6,6,3
haïku de harpon,au chant des baleines répond,l’autre Japon ,tempslibre,5,7,4
pluies d'automne,gingembre et curcuma,sortis du placard ,tempslibre,4,7,5
équinoxe,un sillon équidistant,entre ses seins ,tempslibre,3,6,4
village abandonné,le café reste ouvert,aux quatre vents ,tempslibre,6,6,4
premières asperges,sentir le printemps,en pissant ,tempslibre,6,5,3
trop tard au marché :,seul reste le parfum,de la poissonnière ,tempslibre,4,6,6
retour à l’usine,il se gare sur le parking,à reculons ,tempslibre,5,8,3
on dérange pas,celles qui travaillent dit elle,évitant leurs toiles ,tempslibre,4,9,5
nuit des étoiles,une lampe frontale file,dans la nuit ,tempslibre,4,9,3
info du matin,tous ces morts avec mon café,je rajoute un sucre ,tempslibre,5,7,7
blottis tout l’hiver,les décolletés blancs,tremblotent enfin ,tempslibre,5,4,5
premières touffeurs,des effluves de femmes,redécouvertes ,tempslibre,5,7,4
printemps en ville,retour des hirondelles,et des jeunes roumaines ,tempslibre,5,7,7
asperges,sentir le printemps,en pissant ,tempslibre,3,5,3
champ boueux,la chanson gaie des enfants,du camp bohémien ,tempslibre,2,7,4
rock and roll métal…,dans la nuit une canette,roulée par le vent ,tempslibre,4,8,5
nuit glaciale :,dans les phares deux yeux bleus,venus de l’Est ,tempslibre,4,7,4
iceberg,un bout de son sein blanc,émerge ,tempslibre,3,6,2
Chaud réveillon,Seins au balcon,Place aux frissons ,tempslibre,3,4,5
bleu blanc douce,les couleurs musulmanes,des carreaux d'Iznik ,tempslibre,4,7,5
dans l'urne,ses espoirs ses idéaux,réduits en cendres ,tempslibre,3,6,4
passe une femme,reste la trace d'un parfum,et d'un sourire,tempslibre,6,8,5
printemps en ville ,les jeunes pousses,des jeunes filles ,tempslibre,5,5,5
parmi les passants,le parfum persistant,d’une passante,tempslibre,5,6,5
sur son T shirt,en relief elle ranime,le Che ,tempslibre,3,8,2
beaujolais nouveau,la robe rouge,de la jeune caviste,tempslibre,5,5,7
presque un mois,sans faire un haïku?,parfums de printemps  ,tempslibre,4,6,5
Maguelone en avril ,La jeune vigne vierge,n'est plus nue ,tempslibre,7,7,3
à son chant répond,les harpons du vieux Japon,baleine au printemps,tempslibre,3,7,6
le couple en vie,sur la vieille photo,rêve d'avenir,tempslibre,5,6,4
hiver ou non,ses boutons à elle,sont ouverts,tempslibre,4,5,3
Noël au Japon,pas trouvé de mots de saisons ,pour les pendaisons ,tempslibre,4,7,5
fin de la nuit,les deux miroirs multiplient,verres et regards,tempslibre,4,7,5
plage déserte,sous un bout de bois roulé,deux fourmis ,tempslibre,4,6,3
en haut des cuisses,dans l'espace sous le slip,un morceau de mer,tempslibre,5,7,5
touristes en Provence,retrouvant dans les lavandes,l'odeur des WC,tempslibre,7,8,3
le jeu dans le sang,cherchant le bon numéro,dans son analyse ,tempslibre,5,6,6
marché aux puces,une culotte rose,en état de marche,tempslibre,4,7,5
marché aux puces,une culotte de femme,d'avant la libération,tempslibre,4,8,6
maison de campagne,insectes et animaux,admis,tempslibre,6,7,2
novembre,de la bûche de pin fendue,un parfum d'été,tempslibre,3,7,3
premières gelées,les citronniers sont rentrés,pas les nombrils,tempslibre,5,6,4
marché de Lunel,des culottes non conçues,pour le froid ,tempslibre,4,7,3
Sur les Zattere,notre image dans la vitrine,ternie,tempslibre,5,10,2
Train italien ponctuel,- même retard à l'aller,qu'au retour,tempslibre,6,5,4
flot de voitures,pour voir la source,sèche,tempslibre,5,5,1
le jus coule,des commissures jusqu'au cou,- fille mûre,tempslibre,4,9,3
par le hublot,la mère mire leur linge,- machine à rêver,tempslibre,4,7,4
sur la corde à linge,les oiseaux en haut,les épingles en bas,tempslibre,6,5,5
seul dans le noir,est-ce ainsi qu'elle vient,- nuit d'hiver,tempslibre,4,8,3
haijin hétérodoxe,à la réunion haîku,il boit du vin,tempslibre,5,5,4
culte de la tradition,et des criminels de guerre,- cerisiers en fleurs,tempslibre,7,8,5
en forme,les plantes de l'hôpital,- en plastique,tempslibre,3,6,4
23 décembre,une minute de plus,un jour de moins,tempslibre,2,7,4
pause fumette,trois Pères Noël avec barbes,décapotées,tempslibre,5,7,3
vingt ans après,- un seul visage au fond du puits,de mon père,tempslibre,3,9,3
chemin à l'aube,l'ouvrage des araignées,sur mon front,tempslibre,4,7,3
père et fils dans l'eau,la jeune mère voilée,dans l'ombre,tempslibre,5,6,3
paon de Maguelone,ses plumes bleu outremer,entre mer et ciel,tempslibre,6,7,5
le niveau baisse,les pattes des flamands roses,rallongent,tempslibre,5,8,3
Calligraphes au temple -,prières pour les blaireaux,donneurs de poils,tempslibre,7,6,4
terrasse au midi,toutes les ombres,sentent l'anis,tempslibre,6,5,4
après l'orage,tout le monde en bave,même l'escargot,tempslibre,4,7,4
sortie du métro,polyphonies corses,téléphoniques,tempslibre,4,6,3
sur la neige,un petit sac d'ordures bleu,couleur du ciel,tempslibre,4,8,4
changement climatique,quelques soutiens gorges léopards,font leur apparition ,tempslibre,7,8,6
réchauffement climatique,les bras velus,de la bibliothécaire ,tempslibre,7,4,6
soldes de fin d'hiver -,à la pharmacie des brosses à dent,de toutes les couleurs ,tempslibre,6,8,6
froid soudain -,elle lit et relit un livre,de confitures ,tempslibre,3,9,5
dimanche de Pâques -,un oignon,piqué d'un clou de girofle,tempslibre,5,3,8
jour d'hiver -,des montres luxueuses,à un prix abordable,tempslibre,3,6,6
matin de tempête-,le grille-pain dans la cuisine,à sa place,tempslibre,5,9,3
fin d'hiver-,enfin la neige,en fond d'écran,tempslibre,3,5,3
le trou de la sécu-,le chemisier rose pâle,de la pharmacienne,tempslibre,5,7,6
nuit agitée...,elle se reveille en me parlant de,cigales,tempslibre,4,11,3
plage familiale-,les petits crabes vont,et viennent tranquillement,tempslibre,6,6,7
plage familiale-,les femmes font des pâtés,et gardent leur maillot,tempslibre,6,5,6
farine bio 65 -,une mite mâle,cherche une femelle,tempslibre,4,5,7
veille de fête des mères-,son plus beau chandail,bouffé par les mites ,tempslibre,6,5,5
entre 2 sardines,elle parle,de son pelerinage,tempslibre,5,4,7
72 ans,elle n'a jamais vu son vagin,soleil d'hiver,tempslibre,1,9,4
j'enfile mes chaussettes,elle me parle,de sucres lents,tempslibre,7,5,4
encore la nuit-,seule dans la cuisine,elle casse des noix ,tempslibre,5,7,6
nuit d'émeutes-,après le petit dej,ramasser les miettes,tempslibre,3,5,6
Intifada-,d'un portable à l'autre,la rage,tempslibre,4,6,3
Intifada-,d'un côté les cravates,de l'autre les Nike,tempslibre,4,5,6
Intifada-,un léger retard,pour le repas du soir,tempslibre,4,4,6
Couleurs printanières-,devant l'étalage des soutien-gorges,le photographe hésite,tempslibre,6,10,7
déménagements,après déménagements,les mêmes portemanteaux,tempslibre,3,4,6
Arbres de Judée en fleurs-,brumes et brouillard,sur la papauté,tempslibre,7,5,4
Lundi de Pâques-,absent depuis plusieurs jours,le chat est de retour,tempslibre,4,7,6
Le vent fou,dans le petit linge de ma voisine...,enceinte de 3 mois,tempslibre,3,11,5
Samedi soir-,un long moment à tailler,des crayons de couleur,tempslibre,4,6,5
Matin d'hiver-,le zizi du jardinier,tout rabougri...,tempslibre,4,7,4
Salle d'attente,une très vieille revue,de l'an 2000...,tempslibre,5,6,2
Avant de se quitter,disperser les braises -,envol des lucioles,tempslibre,6,6,6
Les ombres des entants,d'un feu à l'autre-,ciel étoilé,tempslibre,6,4,2
Juste avant l'hiver,un Bouddha de pacotille,son dernier cadeau,tempslibre,6,8,5
Un escargot,dans l'oeil droit de la citrouille-,lendemain d'Halloween,tempslibre,4,8,6
Sur le fil à linge,un oiseau en équilibre-,quelque part à Fallouja,tempslibre,5,7,6
Le cliquetis du sécateur,dans les branches de l'oranger-,la météo annonce du froid,tempslibre,7,8,7
Les moustiques,dans ma nouvelle maison,ne m'ont pas suivi,tempslibre,4,7,5
Orage d'été,le petit linge de ma voisine,bien accroché,tempslibre,3,10,3
Après la pluie -,des capsules de bière,au bord du chemin,tempslibre,3,7,5
fin de l'hiver-,les graines de ciboulette,au creux de ma main,tempslibre,4,8,5
méditation ~,le silence des moniales,dans un puits de lumière ,tempslibre,3,8,7
bouillonnement,de la bassine à confiture ~,brume d'automne ,tempslibre,4,9,5
Saint Valentin,nos baisers ont un parfum,de Saint Estèphe ,tempslibre,4,7,4
Mistral,elle traverse hors des clous,la poubelle !,tempslibre,2,8,4
le train parti,seule sur le quai,la pluie,tempslibre,4,5,2
violoncelliste,juste devinée la corde,de son string,tempslibre,5,8,3
musique de chambre,dans la cour Renaissance,une odeur de pizza,tempslibre,6,7,7
violoncelliste,sous sa jupe en satin,le jeu du vent ,tempslibre,5,7,4
suivant le cercueil,il lui raconte à l'oreille,son dernier voyage,tempslibre,5,8,5
treize heures,le petit pois,seul à table,tempslibre,4,4,3
lune blonde,entre les draps,froissements d'elle ,tempslibre,4,4,5
couchant,l'unique fleur de l'amandier,rougissante,tempslibre,2,8,4
vieille rue,des pétales d'amandier,sur la bétonnière,tempslibre,3,6,5
Brocante,le chien dans le fauteuil,sans étiquette ,tempslibre,3,6,4
à chaque voiture,une aile de la pie,battant le bitume,tempslibre,5,7,6
festival,les insectes cabriolent,sur la Grande Ourse,tempslibre,3,7,6
araignée,toile constellée d'étoiles,de tamaris,tempslibre,3,7,4
cage aux lions,grande ouverte la bouche,de l'enfant,tempslibre,4,8,3
couché,sur le chemin le ciel,de boue,tempslibre,1,6,2
printemps,la maison du vieux monsieur,à vendre,tempslibre,2,7,2
nécropole antique,les tombes exhumées fleuries,de pétales,tempslibre,6,8,3
après dîner,sur la théière le monde,arrondi,tempslibre,2,7,3
Naissance du jour,un avion silencieux,traverse la lune,tempslibre,5,6,6
Route de nuit,Miles Davis à la trompette,pour seul compagnon,tempslibre,4,8,5
Nuit sous la tente,le bruit de la pluie,jusque dans le dernier rêve ,tempslibre,5,5,7
le dos de la fille,matraqué par le CRS,Nuit Debout au sol ,tempslibre,6,5,5
Dans le vieux baquet,je puise à même la source,du ciel,tempslibre,5,7,2
le buvard d'enfance,imbibé d'encre violette,ciel d'orage ,tempslibre,6,7,4
de l'odeur d'hosto,au parfum du foin coupé -,un ticket de bus ,tempslibre,5,6,5
fleurs de givre,un duo de bel canto,réchauffe la nuit ,tempslibre,4,6,4
premier arbre en fleurs,au bord du périphérique,l'abri de migrants ,tempslibre,6,6,5
le bleu orangé,d'un crépuscule marin,au fond de l'impasse ,tempslibre,4,6,6
cabanon de vignes~,le rouge,d'un graffiti ,tempslibre,6,3,4
chasse aux sangliers,une flûte de champagne,barbouillée de sang ,tempslibre,5,7,5
Sortie en mer,Le chat contre la frisette,à l'abri du vent,tempslibre,4,8,4
