line_1,line_2,line_3,source
froideur du vent,quelques corbeaux parmi,les sans-abris ,tempslibre
fin de l'année,le calendrier d'un prisonnier,rempli d'X ,tempslibre
jour de visite,du mascara bleu sur,une femme de détenu,tempslibre
lune décroissante,un faux cessez-le-feu,à Alep ,tempslibre
Jour de Pearl Harbour,l'étang des kois jonché,de feuilles ,tempslibre
la peau d'un serpent mort,laissée dans l'allée,Mustang Cobra,tempslibre
entre guerre,et rumeurs de guerre. . . ,un autre petit-fils ,tempslibre
nettoyage de printemps,les cartes de baseball abandonnées depuis longtemps,voient la lumière du jour ,tempslibre
longue nuit,le silence glacé,de la chute d'eau ,tempslibre
bourrasques de vent,le Bouddha de pierre,reste centré ,tempslibre
tempête,les taches des baies,sur le chemin,tempslibre
pissant dans une flaque,des gouttes de lune,sur sa sandale,tempslibre
été indien,la fille du voisin prend un bain de soleil,à côté de leur piscine vide,tempslibre
nuit froide,les fleurs de poirier fraichement tombées,luisent au clair de lune,tempslibre
pelouse fraichement tondue,une douzaine de lucioles,inspectent le travail,tempslibre
Fête des Mères ,il lui lace,ses chaussures ,tempslibre
séparation —,les craquements de la voix de ma fille,entre deux continents ,tempslibre
juste amies —,un goût d'été,dans son baiser ,tempslibre
licenciée—,enfin je m'éveille,à temps ,tempslibre
fête des mères,l'infirmière délie,les entraves ,tempslibre
mère partie,elle chatoie au clair de lune,la dernière rose blanche ,tempslibre
jour de déménagement —,les enfants emballent,mon premier mariage ,tempslibre
goutte-à-goutte de morphine,mon père me demande,pour plus de temps ,tempslibre
stonehenge —,l'odeur de citron,du savon de l'hôtel ,tempslibre
midi ensoleillé,l'espace entre nous,se remplit de chaleur ,tempslibre
nuit blanche,la rumeur d'amour des eiders,au large,tempslibre
la pluie,dans le paysage jauni ,de septembre ,tempslibre
le homard du dessus,avec ses yeux en forme de boutons,me fixe ,tempslibre
août,tous les insectes chanteurs,jour et nuit ,tempslibre
un peu de vent,sur mes épaules nues,odeur de matin ,tempslibre
matin d'été,un champ d'orge encore vert,entoure l'abbaye en ruines,tempslibre
des fleurs,coupées précocement,sur le trottoir,tempslibre
les hautes herbes,courbées sous l'aile de la buse,midi,tempslibre
voeu d'obéissance,les hautes herbes courbées,dans l'harmattan,tempslibre
la sève,coule à flanc d'érable,gélivures,tempslibre
les feuilles rouges,les premières à tomber,un porto ce soir,tempslibre
jardin zen,les stèles émergent du sable,un autre soldat mort,tempslibre
dans les éclairs,le bruit de la sauterelle,encore un peu,tempslibre
août déclinant,la stridulation du criquet,huasse d'un ton,tempslibre
pleine lune -,il manque deux soirs,à sa rondeur,tempslibre
ses cheveux coiffés,à l'abri du vent sud-ouest,tombe ouverte,tempslibre
il prolonge,la soufflerie de l'ordinateur,le grillon ,tempslibre
attendre le matin,le soleil au bout des branches,de l'érable,tempslibre
les enfants font,flotter des lanternes de couleur,soir d'Hiroshima ,tempslibre
les vents changeants,font monter son cerf-volant,et le Dow,tempslibre
solstice d'été,les jours plus longs,les écrits plus courts,tempslibre
le vent de printemps,disperse les fleurs du magnolia,ses dix-neuf ans,tempslibre
chez l'antiquaire --,au fond de l'armoire vide,les rais du soleil,tempslibre
courber la tête,en passant sous le lilas,lourd de neige,tempslibre
la dernière note,avant qu'elle monte dans l'autobus,matin froid d'hiver,tempslibre
passer--,entre l'ombre de l'érable,et la lune,tempslibre
tombée du jour,suivre la guerre sur l'écran,dormir sans rève,tempslibre
dernière lune,avant l'irradiation,Hiroshima,tempslibre
arrêt d’autobus,chemins de sable à droite,s’enliser vers où ?,tempslibre
lune de givre --,encore une fois une seule ligne,sur le kit de grossesse ,tempslibre
la même prière,qu'il y a des années,lune de jour ,tempslibre
une année de plus,loin de la maison,fleurs de prunier ,tempslibre
coucher de soleil hivernal,le forage d'une plate-forme pétrolière,casse la rêverie ,tempslibre
thé sans sucre,la controverse encore,à résoudre,tempslibre
lac calme,une aigrette pêche,la lune ,tempslibre
lune d'automne,je vieillis,avec mon ombre ,tempslibre
coeur de l’hiver,le bruit des aiguilles à tricoter,de mamie ,tempslibre
personne ne mentionne,le goût de brûlé,dans la recette de maman ,tempslibre
saison touristique,des pièces de monnaie scintillantes,par dessous le koi ,tempslibre
fraîche brise d'automne,ou l'âge qui avance ?,le thé oublié ...,tempslibre
nuit sans lune,un cactus cireux s'ouvre,fleurs du solstice,tempslibre
coup de vent soudain,les carpes tournent autour des poteaux,pour essayer d'avaler l'air,tempslibre
vent froid,sous la robe du moine,le moine nu,tempslibre
écran des pins,le silence blanc glisse,sur les ailes de l'aigrette,tempslibre
allant et venant,broyant l'encre lentement,le poids de mes mots,tempslibre
tombée du jour,l'encre fond,sur la pierre,tempslibre
fenêtre embuée,un mélange de vert et de gris -,thé chaud avec du lait,tempslibre
brouillard du matin,dissolvant les cypres -,sfumato,tempslibre
croissant de lune,le parfum du jasmin se répand,dans la nuit noire,tempslibre
pierre tombale ,sur laquelle passe une mite blanche -,lune de printemps ,tempslibre
nouvelles de la guerre —,à chaque fois que je passe,le corbeau sur la corniche ,tempslibre
neige du soir -,dans la clôture de barbelés ,une plume bleue ,tempslibre
visages reflétés,dans la vitrine du prêteur sur gage -,silence de la guitare rouge ,tempslibre
retournant ,à la grande terre -,même les fleurs de prunier ,tempslibre
pluie toute la journée -,j'ajoute de la farine ,à la pâte pétrie.  ,tempslibre
insomnie,le murmure des feuilles de peuplier,par une nuit sans vent ,tempslibre
pieds nus,l'été,à la porte ,tempslibre
insomnie,entre ici et les collines,le faible bruit d'un train ,tempslibre
ne pas penser,juste respirer,la lune à travers le pin ,tempslibre
neige de mars ...,le parfum des lilas,enfermé dans mon livre  ,tempslibre
nuit sans vent,un silence plus profond,après le train ,tempslibre
nuit de décembre,de temps en temps,la voix douce de la chouette ,tempslibre
l'impression de solitude,de l'harmonica de Dylan,étoile du soir ,tempslibre
train du soir,allant dans la même direction,que le soleil ,tempslibre
vieilles roses,fleurissant à nouveau,soir de septembre ,tempslibre
feuilles de cotonnier,d'une manière tranquille,ils adoucissent la nuit ,tempslibre
insomnie,une lumière scintille,au pied des collines ,tempslibre
chinook,la douceur d'un jour,de février ,tempslibre
une longue journée finie,enfin,seule avec le vent ,tempslibre
insomnie,une lumière isolée,sur le versant de la montagne ,tempslibre
tombée de la nuit..,mes pensées s'attardent un moment,sur le bon vieux temps ,tempslibre
nuit d'hiver,de vieux arbres,remplis d'étoiles ,tempslibre
comme si,l'été n'avait pas de fin,fleurs sauvages ,tempslibre
mal de tête toute la journée . . . ,je regarde la lune se lever,dans le vent ,tempslibre
étang en hiver,ma pierre fait des ricochets,jusqu'aux roseaux ,tempslibre
échos,deux hiboux quelque part,dans la nuit ,tempslibre
insomnie,le bruit d'une oie,perdue dans la nuit ,tempslibre
le temps qu'il faut pour apprendre,à être silencieux,montagnes bleues,tempslibre
vaches blotties,leur vapeur épaissit,la brume de la vallée ,tempslibre
éclaircies,elle marche sur les nuages,la punaise au carreau ,tempslibre
fête foraine,coincé entre montagnes russes,et tir aux ballons ,tempslibre
soir solitaire --,ils semblent bien plus voraces,les moustiques ,tempslibre
2 h du matin,sous la lune l'autoroute,sent le fenouil ,tempslibre
grondement,ils ne larguent que de l'eau du lac,les bombardiers jaunes ,tempslibre
sur le lac miroir,la rayure d'un canadair,matin frais ,tempslibre
nuée d'orage --,encore plus le goût de cerise,ces cerises ,tempslibre
aube de Pâques ,deux Canadairs matinaux,réveillent les eaux ,tempslibre
7h20,un rayon orange sur la tasse,de café ,tempslibre
amour d'été,à pleine bouche,l'oignon de Lezignan ,tempslibre
solstice d'hiver,l'ombre des baleiniers,sur mes haïkus ,tempslibre
manif sociale,des chants de grues migratrices,survolent le bouchon ,tempslibre
tableau de bord ~,au dessus du gilet jaune,un piège à rêves ,tempslibre
sur le toit un homme,vibrant de coups de marteau,l’air d’automne ,tempslibre
sieste torride,les coups de marteau de l’homme,sur la faitière ,tempslibre
fond de la piscine,un vol de martinets noirs,nage dans l’azur ,tempslibre
nuée en approche,sur mon café du midi,pas une ride,tempslibre
cinquième de l’avant,il regarde vers la fenêtre,l’oiseau en cage ,tempslibre
pluie continue,pour rappeler le soleil ,un rhum arrangé ,tempslibre
lendemain de vote,une mouche entre les verres,du double vitrage ,tempslibre
thé à la menthe,sur l’eau la pleine lune,à peine voilée ,tempslibre
village perdu,une vieille à sa fenêtre,veille sur le virage ,tempslibre
milieu de nuit,le biseau de l'aiguille,trouve la veine ,tempslibre
courses de Noël,des enfants dans les gravats,plein les écrans ,tempslibre
28° jour,en miroir sur le fleuve,à nouveau la lune ,tempslibre
retour de WE,sur la bande d’arrêt d'urgence,un chaton joue ,tempslibre
matin de brume,dans mon café mexicain,du sucre d'érable ,tempslibre
Lisbonne Bergerac,le va et vient incessant,des essuie-glaces ,tempslibre
7° de janvier ~,les rubans noirs remplacent,les bonnets rouges,tempslibre
midi du jour 8 ~,les sirènes ne font pas,taire les oiseaux,tempslibre
halo solaire ~ ,la brume sent le cheval,et le feu de bois ,tempslibre
marée montante ~,sur le quai des marginaux,descendant du rhum ,tempslibre
cinquième étage ~,après-rasage et encens,montent de la rue ,tempslibre
tram de nuit ~,ne pas oublier d'ôter,le badge Bikko !  ,tempslibre
Une mèche grise ,s'échappant d'un bonnet bleu. ,Giboulées de mars.,tempslibre
"Six oiseaux, puis un,","au ras des vagues blanches,",la plage bondée.,tempslibre
Elles pointent un oeil,"printemps précoce en vue,",les pommes de terre ! ,tempslibre
bombardements d'alep,à la fenêtre de ma salle de bains,la pleine lune embuée ,tempslibre
écran des horaires,l'araignée a tissé sa toile,entre deux trams -- ,tempslibre
dans la grisaille,la bouteille de rosé,du sans-abri ,tempslibre
station de metro,les publicités comme seule lumière,le jour après les bombes ,tempslibre
année bissextile,elle regarde ses jumeaux,la femme qui louche --- ,tempslibre
moins de voitures,devant les bordels,saint-valentin,tempslibre
sur mon smartphone,le mont fuji au soleil couchant,café du matin ,tempslibre
pendant un instant,la tiédeur de nos larmes,pluie froide ,tempslibre
jogging du matin,m'observant à l'observatoire,le renard,tempslibre
le regard fuyant,d'une ado sans maquillage,premiers bourgeons  ,tempslibre
bus du soir,cet homme dans le reflet,est-ce...,tempslibre
son thé refroidi,au milieu de la table,première neige ,tempslibre
tram du soir,son diamant sur le nez,une étoile ,tempslibre
plus perçant,dans la brume d'automne,le chant du merle ,tempslibre
elle dort,un point en or sur son oreille,bus quarante et un ,tempslibre
fontaine vidée,portée par le vent d'automne,l'odeur de vase ,tempslibre
soleil froid,dans le parlement,leurs hurlements ,tempslibre
le silence,de la pluie d'avril,après la douche ,tempslibre
tempête d'hiver,une goutte traverse la vitre,de goutte en goutte ,tempslibre
soleil d'automne,les pas de mon père,plus lents,tempslibre
un point plus sombre,dans la neige de l'échographie,pleine lune d'automne,tempslibre
pleine lune --,après la soupe aux potirons,son ventre plus rond,tempslibre
dans le brouillard,de mon haleine se perd,le train du soir ,tempslibre
sur le pont,les gens plus pressés,pluie d'été,tempslibre
chutes de neige,le sachet de thé s'enfonce,lentement dans l'eau,tempslibre
sous ma paume,ses seins plus gros,soleil d'hiver,tempslibre
soir de décembre,sur l'écran de l'échographie,que de la neige,tempslibre
crépuscule d'hiver,l'ombre de l'épouvantail,dépasse le champ,tempslibre
lentement,le scarabée avance,tempête de juin,tempslibre
pleine lune,l'ombre de ses seins,se pose sur moi,tempslibre
rentrée des classes --,encore un peu de marée haute,tout près des dunes,tempslibre
début mars,sur la carcasse du chien,les premières mouches,tempslibre
marée basse -,dans le fortin écartelé,le cadavre d'un chien,tempslibre
soleil couchant,sur la vitre du quatrième,la trace d'un oiseau,tempslibre
autour de la lune,"lentement, la brume",au-dessus des grillons,tempslibre
regarder la lune,bouger derrière le chêne,vent d'été,tempslibre
eau calme,deux cygnes s'ébattent,eau calme,tempslibre
fraîcheur d'automne,donner à manger à un enfant,de quatre-vingts ans,tempslibre
samedi matin,sous le cerisier du japon,une flaque rose,tempslibre
la grande ourse,bougeant sur l'eau,pluie de printemps,tempslibre
soir de printemps,on cause tranquillement,près des violettes,tempslibre
soir bleu,les violettes,invisibles,tempslibre
une ex,avec un landau,pluie de printemps,tempslibre
cette nuit,une poule d'eau perturbe,la grande ourse,tempslibre
première neige,un adolescent paumé,mort d'une overdose,tempslibre
nouvelle lune,rien sur le lac,que le cri des poules d'eau,tempslibre
nuages bas,écouter la neige,nuit blanche,tempslibre
parfums de tarte tatin,ma grand-mère cuisine,dans l'album photo,tempslibre
haïku,écrit dans le métro,illisible,tempslibre
vendredi soir,le silence du bureau,sur mon clavier,tempslibre
après le feu d'artifice,il s'émerveille,devant la lune,tempslibre
cinq heures du matin,derrière l'épais brouillard,l'odeur du pain frais,tempslibre
dans le rétroviseur,le regard d'amour de la mère,pour sa fille qui récite,tempslibre
dans la cour vide,seuls des sachets en plastique,font la ronde,tempslibre
sur le goulot,le parfum de ses mains,boire goulûment,tempslibre
un bic à la main,elle compte ses vidanges,et moi ses atouts,tempslibre
comme l'année dernière,le cerisier en fleurs,cache les buildings,tempslibre
ouvrir la fenêtre,et humer le lilas blanc,éclos cette nuit,tempslibre
des ronds dans le sable,et puis des ronds dans l'eau,marée basse et puis haute,tempslibre
fin de saison,les lumières de Noël éclairent,un Bouddha doré ,tempslibre
au lit --,j'essaie de ne pas compter,les soldats mutilés,tempslibre
été indien,la réserve de viagra,se dégonfle,tempslibre
enceinte à nouveau . . . ,le battement d'ailes des phalènes,contre la fenêtre ,tempslibre
juste un moment,la mouette dans l'air,fort blanche,tempslibre
"Mouche,",prends peur !,Pas de Bouddhistes dans cette maison !,tempslibre
brise de printemps --,entre les pages d'un vieux livre,une rose écrasée,tempslibre
jour des vétérans,la photo de l'oncle,que je n'ai jamais rencontré ,tempslibre
