line_1,line_2,line_3,source
dîner au McDo,un homme obèse attablé -,le jour à sa fin,tempslibre
posées sur Le Monde,les lunettes à l'envers -,quelle fatigue! ,tempslibre
Thanksgiving Day,délicat fumet de dinde -,ciel roussi d'Irak,tempslibre
sortant du métro,face à face avec la lune -,retour du boulot ,tempslibre
la pleine lune,au-dessus du gratte-ciel -,il est minuit,tempslibre
à la Toussaint,les trompettes de la mort -,cinq ou six,tempslibre
Jour d'action de grâce -,récoltes généreuses,achetées à vil prix,tempslibre
le soleil levant -,dans la vitre givrée,un amas d'étoiles,tempslibre
Un peu de son temps,Avec moi,Le piéride ,tempslibre
couchant d'automne -,j'engloutis le dernier quartier,de ma mandarine ,tempslibre
Bois de Vincennes,Criminelle,La neige tombe ,tempslibre
premier jour de l’an,"dans le séchoir, tout le linge",lavé l’an dernier ,tempslibre
d'une pièce à l'autre,le nouveau jour s'immisce,odeur de café ,tempslibre
Seul dans ma nuit,souvenir des lampions,de mon enfance,tempslibre
her blind date—,not enough spice,in the ratatouille ,tempslibre
thunder moon—,long-awaited rainstorm rips ,through the arroyo ,tempslibre
the roshi’s ,incense-smoked robe,weight of winter ,tempslibre
nearly rain,something quiet outside,quiet inside ,tempslibre
amber alert ,the wind trails off,to a whisper ,tempslibre
steam rising,through a band of light,winter tea ,tempslibre
summer night,somewhere a saxophone,on born to run ,tempslibre
at the top of the fence,morning glories,climbing air,tempslibre
thunderstorm,so longing,for you ,tempslibre
leaving home,a curve carved off,the moon ,tempslibre
seeing where,that argument is headed—,spring dust storm ,tempslibre
mardi de pluie -,le lendemain des obsèques,encore plus gris ,tempslibre
plantant des pivoines,je creuse des trous,comme d'autres des tombes ,tempslibre
la lune est noire,j'entends à des milliers de kilomètres,un gémissement ,tempslibre
gazaouï,on pourrait croire,le chant d'un oiseau ,tempslibre
au cœur des souks,hommes et moutons,sang mêlés ,tempslibre
l'appel du muezzin,dans l'aube naissante,nouvelle alerte! ,tempslibre
orages au sud ,orages au nord ,ma cabane au milieu ,tempslibre
clafoutis aux cerises,les gestes de ma mère,sous les miens,tempslibre
quelle chaleur,on traine dans les étoiles,jusqu’à plus d’heures ,tempslibre
premières asperges,un parfum du printemps ,en pissant ,tempslibre
haïku de harpon,au chant des baleines répond,l’autre Japon ,tempslibre
pluies d'automne,gingembre et curcuma,sortis du placard ,tempslibre
équinoxe,un sillon équidistant,entre ses seins ,tempslibre
village abandonné,le café reste ouvert,aux quatre vents ,tempslibre
premières asperges,sentir le printemps,en pissant ,tempslibre
trop tard au marché :,seul reste le parfum,de la poissonnière ,tempslibre
retour à l’usine,il se gare sur le parking,à reculons ,tempslibre
on dérange pas,celles qui travaillent dit elle,évitant leurs toiles ,tempslibre
nuit des étoiles,une lampe frontale file,dans la nuit ,tempslibre
info du matin,tous ces morts avec mon café,je rajoute un sucre ,tempslibre
blottis tout l’hiver,les décolletés blancs,tremblotent enfin ,tempslibre
premières touffeurs,des effluves de femmes,redécouvertes ,tempslibre
printemps en ville,retour des hirondelles,et des jeunes roumaines ,tempslibre
asperges,sentir le printemps,en pissant ,tempslibre
champ boueux,la chanson gaie des enfants,du camp bohémien ,tempslibre
rock and roll métal…,dans la nuit une canette,roulée par le vent ,tempslibre
nuit glaciale :,dans les phares deux yeux bleus,venus de l’Est ,tempslibre
iceberg,un bout de son sein blanc,émerge ,tempslibre
Chaud réveillon,Seins au balcon,Place aux frissons ,tempslibre
bleu blanc douce,les couleurs musulmanes,des carreaux d'Iznik ,tempslibre
dans l'urne,ses espoirs ses idéaux,réduits en cendres ,tempslibre
passe une femme,reste la trace d'un parfum,et d'un sourire,tempslibre
printemps en ville ,les jeunes pousses,des jeunes filles ,tempslibre
parmi les passants,le parfum persistant,d’une passante,tempslibre
sur son T shirt,en relief elle ranime,le Che ,tempslibre
beaujolais nouveau,la robe rouge,de la jeune caviste,tempslibre
presque un mois,sans faire un haïku?,parfums de printemps  ,tempslibre
Maguelone en avril ,La jeune vigne vierge,n'est plus nue ,tempslibre
à son chant répond,les harpons du vieux Japon,baleine au printemps,tempslibre
le couple en vie,sur la vieille photo,rêve d'avenir,tempslibre
hiver ou non,ses boutons à elle,sont ouverts,tempslibre
Noël au Japon,pas trouvé de mots de saisons ,pour les pendaisons ,tempslibre
fin de la nuit,les deux miroirs multiplient,verres et regards,tempslibre
plage déserte,sous un bout de bois roulé,deux fourmis ,tempslibre
en haut des cuisses,dans l'espace sous le slip,un morceau de mer,tempslibre
touristes en Provence,retrouvant dans les lavandes,l'odeur des WC,tempslibre
le jeu dans le sang,cherchant le bon numéro,dans son analyse ,tempslibre
marché aux puces,une culotte rose,en état de marche,tempslibre
marché aux puces,une culotte de femme,d'avant la libération,tempslibre
maison de campagne,insectes et animaux,admis,tempslibre
novembre,de la bûche de pin fendue,un parfum d'été,tempslibre
premières gelées,les citronniers sont rentrés,pas les nombrils,tempslibre
marché de Lunel,des culottes non conçues,pour le froid ,tempslibre
Sur les Zattere,notre image dans la vitrine,ternie,tempslibre
Train italien ponctuel,- même retard à l'aller,qu'au retour,tempslibre
flot de voitures,pour voir la source,sèche,tempslibre
le jus coule,des commissures jusqu'au cou,- fille mûre,tempslibre
par le hublot,la mère mire leur linge,- machine à rêver,tempslibre
sur la corde à linge,les oiseaux en haut,les épingles en bas,tempslibre
seul dans le noir,est-ce ainsi qu'elle vient,- nuit d'hiver,tempslibre
haijin hétérodoxe,à la réunion haîku,il boit du vin,tempslibre
culte de la tradition,et des criminels de guerre,- cerisiers en fleurs,tempslibre
en forme,les plantes de l'hôpital,- en plastique,tempslibre
23 décembre,une minute de plus,un jour de moins,tempslibre
pause fumette,trois Pères Noël avec barbes,décapotées,tempslibre
vingt ans après,- un seul visage au fond du puits,de mon père,tempslibre
chemin à l'aube,l'ouvrage des araignées,sur mon front,tempslibre
père et fils dans l'eau,la jeune mère voilée,dans l'ombre,tempslibre
paon de Maguelone,ses plumes bleu outremer,entre mer et ciel,tempslibre
le niveau baisse,les pattes des flamands roses,rallongent,tempslibre
Calligraphes au temple -,prières pour les blaireaux,donneurs de poils,tempslibre
terrasse au midi,toutes les ombres,sentent l'anis,tempslibre
après l'orage,tout le monde en bave,même l'escargot,tempslibre
sortie du métro,polyphonies corses,téléphoniques,tempslibre
sur la neige,un petit sac d'ordures bleu,couleur du ciel,tempslibre
changement climatique,quelques soutiens gorges léopards,font leur apparition ,tempslibre
réchauffement climatique,les bras velus,de la bibliothécaire ,tempslibre
soldes de fin d'hiver -,à la pharmacie des brosses à dent,de toutes les couleurs ,tempslibre
froid soudain -,elle lit et relit un livre,de confitures ,tempslibre
dimanche de Pâques -,un oignon,piqué d'un clou de girofle,tempslibre
jour d'hiver -,des montres luxueuses,à un prix abordable,tempslibre
matin de tempête-,le grille-pain dans la cuisine,à sa place,tempslibre
fin d'hiver-,enfin la neige,en fond d'écran,tempslibre
le trou de la sécu-,le chemisier rose pâle,de la pharmacienne,tempslibre
nuit agitée...,elle se reveille en me parlant de,cigales,tempslibre
plage familiale-,les petits crabes vont,et viennent tranquillement,tempslibre
plage familiale-,les femmes font des pâtés,et gardent leur maillot,tempslibre
farine bio 65 -,une mite mâle,cherche une femelle,tempslibre
veille de fête des mères-,son plus beau chandail,bouffé par les mites ,tempslibre
entre 2 sardines,elle parle,de son pelerinage,tempslibre
72 ans,elle n'a jamais vu son vagin,soleil d'hiver,tempslibre
j'enfile mes chaussettes,elle me parle,de sucres lents,tempslibre
encore la nuit-,seule dans la cuisine,elle casse des noix ,tempslibre
nuit d'émeutes-,après le petit dej,ramasser les miettes,tempslibre
Intifada-,d'un portable à l'autre,la rage,tempslibre
Intifada-,d'un côté les cravates,de l'autre les Nike,tempslibre
Intifada-,un léger retard,pour le repas du soir,tempslibre
Couleurs printanières-,devant l'étalage des soutien-gorges,le photographe hésite,tempslibre
déménagements,après déménagements,les mêmes portemanteaux,tempslibre
Arbres de Judée en fleurs-,brumes et brouillard,sur la papauté,tempslibre
Lundi de Pâques-,absent depuis plusieurs jours,le chat est de retour,tempslibre
Le vent fou,dans le petit linge de ma voisine...,enceinte de 3 mois,tempslibre
Samedi soir-,un long moment à tailler,des crayons de couleur,tempslibre
Matin d'hiver-,le zizi du jardinier,tout rabougri...,tempslibre
Salle d'attente,une très vieille revue,de l'an 2000...,tempslibre
Avant de se quitter,disperser les braises -,envol des lucioles,tempslibre
Les ombres des entants,d'un feu à l'autre-,ciel étoilé,tempslibre
Juste avant l'hiver,un Bouddha de pacotille,son dernier cadeau,tempslibre
Un escargot,dans l'oeil droit de la citrouille-,lendemain d'Halloween,tempslibre
Sur le fil à linge,un oiseau en équilibre-,quelque part à Fallouja,tempslibre
Le cliquetis du sécateur,dans les branches de l'oranger-,la météo annonce du froid,tempslibre
Les moustiques,dans ma nouvelle maison,ne m'ont pas suivi,tempslibre
Orage d'été,le petit linge de ma voisine,bien accroché,tempslibre
Après la pluie -,des capsules de bière,au bord du chemin,tempslibre
fin de l'hiver-,les graines de ciboulette,au creux de ma main,tempslibre
méditation ~,le silence des moniales,dans un puits de lumière ,tempslibre
bouillonnement,de la bassine à confiture ~,brume d'automne ,tempslibre
Saint Valentin,nos baisers ont un parfum,de Saint Estèphe ,tempslibre
Mistral,elle traverse hors des clous,la poubelle !,tempslibre
le train parti,seule sur le quai,la pluie,tempslibre
violoncelliste,juste devinée la corde,de son string,tempslibre
musique de chambre,dans la cour Renaissance,une odeur de pizza,tempslibre
violoncelliste,sous sa jupe en satin,le jeu du vent ,tempslibre
suivant le cercueil,il lui raconte à l'oreille,son dernier voyage,tempslibre
treize heures,le petit pois,seul à table,tempslibre
lune blonde,entre les draps,froissements d'elle ,tempslibre
couchant,l'unique fleur de l'amandier,rougissante,tempslibre
vieille rue,des pétales d'amandier,sur la bétonnière,tempslibre
Brocante,le chien dans le fauteuil,sans étiquette ,tempslibre
à chaque voiture,une aile de la pie,battant le bitume,tempslibre
festival,les insectes cabriolent,sur la Grande Ourse,tempslibre
araignée,toile constellée d'étoiles,de tamaris,tempslibre
cage aux lions,grande ouverte la bouche,de l'enfant,tempslibre
couché,sur le chemin le ciel,de boue,tempslibre
printemps,la maison du vieux monsieur,à vendre,tempslibre
nécropole antique,les tombes exhumées fleuries,de pétales,tempslibre
après dîner,sur la théière le monde,arrondi,tempslibre
Naissance du jour,un avion silencieux,traverse la lune,tempslibre
Route de nuit,Miles Davis à la trompette,pour seul compagnon,tempslibre
Nuit sous la tente,le bruit de la pluie,jusque dans le dernier rêve ,tempslibre
le dos de la fille,matraqué par le CRS,Nuit Debout au sol ,tempslibre
Dans le vieux baquet,je puise à même la source,du ciel,tempslibre
le buvard d'enfance,imbibé d'encre violette,ciel d'orage ,tempslibre
de l'odeur d'hosto,au parfum du foin coupé -,un ticket de bus ,tempslibre
fleurs de givre,un duo de bel canto,réchauffe la nuit ,tempslibre
premier arbre en fleurs,au bord du périphérique,l'abri de migrants ,tempslibre
le bleu orangé,d'un crépuscule marin,au fond de l'impasse ,tempslibre
cabanon de vignes~,le rouge,d'un graffiti ,tempslibre
chasse aux sangliers,une flûte de champagne,barbouillée de sang ,tempslibre
Sortie en mer,Le chat contre la frisette,à l'abri du vent,tempslibre
Lune gibbeuse,Il manque un peu de bleu,aux hortensias,tempslibre
Mariage,Le son des cloches s'égaille,dans un ciel de traîne,tempslibre
bouteilles en plastique,dansant dans le potager,de plus en plus sec,tempslibre
Rasage,L'étrange géographie,du crépi,tempslibre
RTT,Arrêt dans l'aire de repos,pour la tétée,tempslibre
La neige -,Le trafic ralentit,dans les bureaux,tempslibre
arrêt en gare -,un vieux chien lève la patte,et repart,tempslibre
Mandarines,disposées en pyramides,chez l'Egyptien,tempslibre
Mardi-Gras,Cette année sur l'éphéméride,la lune masquée,tempslibre
Dernier lambeau,du froid crépuscule d'automne,Envie de pêches,tempslibre
multicolore,la lessive des voisins - ,pommiers en fleurs,tempslibre
"Sur l'écran éteint,",toute ma bibliothèque,au soleil!,tempslibre
la veranda,avant la mise en bocaux -,senteurs de pêches,tempslibre
arrivée en gare -,malgré le brouillard épais,les bruits de la ville,tempslibre
négociations,au Conseil de Sécurité -,j'achète une maison,tempslibre
brume estivale - ,la ville en ombres chinoises ,du noir au gris,tempslibre
le ciel couvert,ce dimanche matin d'été -,le café infuse,tempslibre
Harley Davidson ,rutilante de rosée - ,dimanche d'été,tempslibre
la Saint Jean d'été - ,"où le soleil s'est couché,",la première étoile,tempslibre
Parfum de chewing-gum,Chez les maîtres florentins,Groupe scolaire,tempslibre
Au jour le plus long,"Lune noire,",au calendrier,tempslibre
Emménagement,Un salon bien ordonné,Dans le camion,tempslibre
nouvelle vie,dans la vieille théière en fonte,une pousse de jasmin ,tempslibre
samedi matin -,le thé fume dans le bol,"longtemps, longtemps...",tempslibre
Soir de carnaval,Des confettis,jusque dans le lit,tempslibre
hors d’atteinte ,les dernières mûres ,de l'été ,tempslibre
de l'enfance il reste,cette langue sablonneuse,sous un soleil faible ,tempslibre
claquements sur l'eau,les carpes viennent gober,des mouches de brume ,tempslibre
faim de vie,les petits de Gaza,n'oublieront pas ,tempslibre
renouveau -,un pied de tomates crâne,dans le composteur,tempslibre
les roses trémières,racolent les passants -,maison à vendre,tempslibre
fenêtre d'EHPAD,retenu entre les bras,d'un fauteuil ,tempslibre
canicule,sous nos corps immobiles,la moiteur du lit ,tempslibre
morte de fatigue,le bercement des pulls,par le hublot ,tempslibre
zéro bruit,les clignotants de la saleuse,glissent sur le sol ,tempslibre
sortant du docteur,plus lourdes et plus froides,les gouttes de pluie ,tempslibre
je tourne la tête,en passant devant l'église,nouvel attentat ,tempslibre
pyrale du buis,mes haïkus sont envahis,de papillons blancs ,tempslibre
fin de canicule,à nouveau le plaisir,d'un café brûlant ,tempslibre
après l'orage,des pétales sur le sol -,l'amie est partie ,tempslibre
le brûlé réclame,sa dose de morphine,gelée matinale ,tempslibre
chocolat chaud -,sous mes paupières fermées,maman ,tempslibre
oeuf à la coque -,trois minutes à regarder,tomber la neige ,tempslibre
envie de chocolat,au lever,la beauté de l'horizon ,tempslibre
de la lune,ne reste,qu'une rognure d'ongle,tempslibre
